Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,Review_Text_TR
Avnb Towers,Great hotel for overnight stay near airport,This hotel is great for overnight stay if you need to be near the airport. Staff are helpful and courteous. Room was small but clean and basic.,2,60,"Bu otel, havaalanına yakın olmanız gerekiyorsa bir gecede konaklama için mükemmeldir. Personel yararlı ve saygılıdır. Oda küçük ama temiz ve temel."
Palace Lodge,Overall worst experience,I booked this lodge and I visit this lodge for staying but they told we are didn't receive the payment from Makemytrip. So I paid money for room second time. Already I paid money through online at the time of booking. Hotel maintenance also very worst.,1,29,Bu lodge rezervasyonu ve kalıyorum için bu lodge ziyaret ama biz Makemytrip ödeme almadığını söylediler. Bu yüzden ikinci kez oda için para ödedim. Zaten rezervasyon sırasında çevrimiçi olarak para ödedim. Otel bakımı da en kötü.
Palace Lodge,not good so bad,"Actually the purpose of hotel booking is for my cousin ,and not for me ,he went alsone and stayed alone he sais thjat the hotel is very very bad at that time he suffired witj heay rain also in chennai unfortunately he could not stayed for second day and he returns",3,65,"Aslında otel rezervasyonunun amacı kuzenim için, benim için değil, Alsone'e gitti ve yalnız kaldı, o zaman otel çok çok kötü, o da Chennai'de de yetersizdi, maalesef ikinci gün kalamadı ve geri dönüyor"
Palace Lodge,Don't expect anything more in this cheap hotel,The only advantage is that the hotel is walkable distance from Egmore railway station. The staff were cooperative. Faced a lot of problem with respect to availability of water for bathing and toilet purpose. No wash basin. Not even a dustbin provided. No parking facility even for a two-wheeler.,2,43,"Tek avantaj, otelin Egmore Tren İstasyonu'na yürünebilir mesafe olmasıdır. Personel kooperatif. Banyo ve tuvalet amacıyla suyun mevcudiyeti konusunda çok fazla sorunla karşılaştı. Yıkama havzası yok. Bir çöp kutusu bile sağlanmadı. İki tekerlekli bir park tesisi bile yok."
Everest,don't inflict this place on yourself!,"the hotel backs onto the railway - the only good thing about this is that trains don't run all night. my room had dozens of aggressive mosquitoes that kept me up swatting them for a good part of the night. the bed sheets were 'well used'. the foot drying pad in front of the bathroom door i'm sure has never been washed. and for all this, the room rates are incredibly high! go elsewhere!!!",1,20,"Otel demiryoluna geri döner - bununla ilgili tek iyi şey, trenlerin bütün gece koşmamasıdır. Odamda, gecenin iyi bir kısmı için onları swating yapmamı sağlayan düzinelerce agresif sivrisinek vardı. çarşaflar 'iyi kullanılmış'. Banyo kapısının önündeki ayak kurutma pedi eminim hiç yıkanmadı. Ve tüm bunlar için, oda fiyatları inanılmaz derecede yüksek! başka bir yere git !!!"
Everest,"Good atmosphere, food and drinks not available","I reached the hotel by car, felt good for co-operation of office staff and the room service was very late. The hotel atmosphere is very good, food and drinks are not available in hotel. It was nice experience for me of the above visit of the hotel and enjoyed lot with my friends, they also are very happy of above journey.",3,71,"Otele araba ile ulaştı, ofis personeli işbirliği için iyi hissettim ve oda servisi çok geç oldu. Otel atmosferi çok iyi, yiyecek ve içecekler otelde mevcut değildir. Otelin yukarıdaki ziyareti benim için güzel bir deneyim oldu ve arkadaşlarımla çok keyif aldım, onlar da yukarıda yolculuktan çok memnunlar."
Everest,Very good staff but the hotel is not at all clean.,"The staff is very very helpful. But the hotel is very dirty and stinks as well. The Price is good, Location is decent enough, Staff is very helpful. So they have everything in place except the cleanliness. I stayed for two days and wanted to leave on the day ONE but because of the staff I had to ignore the cleanliness for a day!!!",2,60,"Personel çok çok yararlı. Ama otel çok kirli ve kokuşuyor. Fiyat iyi, yer yeterince iyi, personel çok yararlı. Yani temizlik dışında her şey var. İki gün kaldı ve ilk gün bırakmak istedim ama personel yüzünden bir gün için temizliği görmezden gelmek zorunda kaldı!"
Everest,Bad experience - Hotel Stay in Chennai,"The bedlinen was dirty, torn and smelly. Washed bedsheets and clean pillows recommended.",1,40,"Bedlinen kirli, yırtılmış ve kokulu. Yıkanmış yatak tabloları ve temiz yastıklar önerilir."
Everest,good.,good.It was nice staying there.The room service was quick and gentle.,2,57,İyi.Tip orada kalmak güzeldi. Oda servisi hızlı ve nazikti.
Everest,Stay at Hotel Everest,"At first i was horrified to have booked at this hotel it looked like a haunted place I was pleasantly surprised to look at the room ( Deluxe AC). Was extremely comfortable to stay in. I was with my family and was absolutely comfortable staying here.

Don't get fooled by looking at the reception and the staff. Yes a lot needs to be done to improve the decorum at the reception. Overall was good",2,60,"İlk başta bu otelde rezervasyon yapmak için dehşete kapılmıştı, perili bir yer gibi görünüyordu, oda (lüks ac) bakmak hoş bir sürpriz oldu. İçinde kalmak son derece rahat. Ailemle birlikteydim ve burada kalmak kesinlikle rahattı.

Resepsiyon ve personel bakarak aldanmayın. Evet resepsiyonda dekorum geliştirmek için çok şey yapılması gerekiyor. Genel olarak iyiydi"
Everest,,"Hotel rooms are clean enough could be cleaner, especially the sheets (I am picky) they are quite Big I took standard AC. I ddont know the surrounding hotels rates the rates seemed to be reasonable. The hotel is right besides the local train route and the main road and dont expect it to be too quite, if you want absolute pease. I didnt find it too noisy in the room according to my preference though,, recommended",3,80,"Otel odaları yeterince temiz olabilir, özellikle çarşaf (ben seçici) onlar oldukça büyük standart AC aldı. Çevredeki otel oranlarının oranlarının makul göründüğünü biliyorum. Otel hemen yerel tren rotası ve ana yol dışında ve mutlak bir pease istiyorsanız çok oldukça olmasını beklemiyorum. Yine de benim tercihime göre odada çok gürültülü bulamadım, önerildi"
Everest,an okay hotel!,"an okay hotel for a night sleep, for a bachelor, strictly coz of the low price and nothing else!",2,60,"Bir gece uykusu için iyi bir otel, bir lisans için, kesinlikle düşük fiyat ve başka bir şey!"
Everest,DO NOT STAY HERE,Moved out after first night. There was an awful smell of sewage and it looked like mold on the wall. Staff was not concerned at all. Lost two nights already paid for. Worst experience I had in India.,1,20,İlk geceden sonra taşındı. Korkunç bir kanalizasyon kokusu vardı ve duvarda kalıp gibi görünüyordu. Personel hiç endişe duymadı. Zaten ödenen iki gece kaybetti. Hindistan'da yaşadığım en kötü deneyim.
Everest,,Average. Not satisfied...,2,43,Ortalama. Memnun değil ...
Dolphin Park,Good hotel,Hotel is awesome. But land mark is very long and food & accommodation is nice. Room cleaning is nice. Service is good. Overall rating of interior and exterior is good. Parking facilities also available in Dolpin Park hotel.,3,86,Otel harika. Ancak kara işareti çok uzun ve yiyecek ve konaklama güzel. Oda temizliği güzel. Hizmet iyidir. Genel olarak iç ve dış derecelendirme iyidir. Dolpin Park Hotel'de park tesisleri de mevcuttur.
Dolphin Park,Raju,Very worst room very bad smell mosquito and lot of insects very bad experience in this hotel in my life I can't seen this type of dirty rooms bbbbbbnnnnnnnnnnnnnn nnnnnnbnnnnnnnnnn hhhhhjjjjjnjkm vvhhhbbhbbbbhbbhb vvvvbbbbbbbbbbb hhhhhjjjjjnjkm gggghh,3,65,Çok en kötü oda çok kötü koku sivrisinek ve çok sayıda böcek hayatımda bu otelde çok kötü deneyim bu tür kirli odaları göremiyorum hhhhhhjjjjnjkm gggghh
Dolphin Park,Over all V bad,"Bath room is not good and rooms are very old. Ok for 1 day. Food is ok, but little costly. Overall average hotel only.",3,65,"Banyo odası iyi değil ve odalar çok eski. Tamam 1 gün. Gıda tamam, ama biraz pahalı. Sadece toplam ortalama otel."
Dolphin Park,A good stay at Dolphin Park Hotel,Value for the money and a good location. Few metres away from Arcot Road thus saving lot of money for Autos. Front Office staff were very courteously attending the guests and allot the rooms as per the choice of guests. All amenities promised were arranged by the management.,3,86,"Para ve iyi bir yer için değer. Arcot Yolu'ndan birkaç metre uzakta, böylece otomobiller için çok para tasarrufu sağlıyor. Ön büro personeli çok nazikçe konuklara katılıyordu ve konukların seçimine göre odaları tahsis ediyorlardı. Vaat edilen tüm olanaklar yönetim tarafından düzenlenmiştir."
Dolphin Park,Nice hotel and worth for money,Nice reception and parking facility available. Hospitality was good. Room walls were dirty. Nevertheless toilet was very neat. I paid Rs. 500 after discount for a night in Non AC room. Worth for money if you pay less than 600 in non AC. Location is far away from airport and Chennai central.,3,71,Güzel resepsiyon ve park tesisi mevcuttur. Misafirperverlik iyiydi. Oda duvarları kirli. Yine de tuvalet çok temizdi. Rs ödedim. 500 AC olmayan odada bir gece için indirimden sonra. AC olmayan 600'den az ödeme yaparsanız para için değer. Konumu Havaalanı ve Chennai Central çok uzakta.
Dolphin Park,Value for money,Good one. Super Deluxe rooms looks ordinary. The lift takes of suddenly and lands hard. Ok. Value for money. The restaurant is good. Food is served hot and tasty. They can think of providing complementary breakfast. Toiletries includes soap only. The towel can be of better hygiene.,3,71,İyi olan. Süper lüks odalar sıradan görünüyor. Asansör aniden alır ve sert iner. Tamam. Para değeri. Restoran iyi. Gıda sıcak ve lezzetli servis edilir. Tamamlayıcı kahvaltı sağlamayı düşünebilirler. Tuvalet sadece sabun içerir. Havlu daha iyi hijyen olabilir.
Dolphin Park,Hotel is ok but needs some upgrades,"Dolphin Park Hotel needs little upgrades. Not only that it is located in the heart of the city, feasible to move to bus stand and airport. Better upgrade the rooms, I can't close the windows and the lock for rooms were not working properly. I stayed in this hotel in February on a business trip to Chennai.",3,71,"Dolphin Park Hotel'in çok az yükseltmeye ihtiyacı var. Sadece şehrin kalbinde yer almıyor, otobüs durağına ve havaalanına taşınmak mümkün. Odaları daha iyi yükseltin, pencereleri kapatamıyorum ve odalar için kilit düzgün çalışmıyordu. Şubat ayında bu otelde Chennai bir iş gezisinde kaldı."
Dolphin Park,Good business hotel with spacious rooms,"I stayed in this hotel in February on a business trip to Chennai. This hotel is a really good one to stay. Rooms are spacious, clean and well-maintained with all the necessary amenities. Front desk staff and service is good. Overall, a nice experience staying in this hotel.",3,71,"Şubat ayında bu otelde Chennai bir iş gezisinde kaldı. Bu otel kalmak gerçekten iyi bir otel. Odalar ferah, temiz ve gerekli tüm olanaklar ile bakımlıdır. Ön büro personeli ve hizmet iyi. Genel olarak, bu otelde kalmak güzel bir deneyim."
Dolphin Park,Hotel was not nice needs to be upgraded,"Hotel was not nice, rooms were very bad and a/c not working, better upgrade the rooms, I can't close the windows and the lock for rooms were not working properly, Waiting hall was ugly, no place for car parking, and no power back up.",2,43,"Otel güzel değildi, oda çok kötü ve klima çalışmıyor, odaları daha iyi yükseltme, pencereleri kapatamıyorum ve oda için kilit düzgün çalışmıyordu, bekleme salonu çirkin, otopark için yer yok ve güç yedek."
Dolphin Park,"Good appearance, facility and food","Hotel Dolphin Park is very near to my office. Not only that it is located in the heart of the city, easy move to bus stand, airport, railway station and the Hyundai factory where we do our business. Good appearance, facility and reception. Food and other facilities are good. I used to recommend my business counter part to stay in this hotel only.",3,100,"Hotel Dolphin Park ofisime çok yakın. Sadece şehrin kalbinde yer almıyor, otobüs durağına, havaalanına, tren istasyonuna ve işimizi yaptığımız Hyundai fabrikasına kolay hareket ediyor. İyi bir görünüm, tesis ve resepsiyon. Yemek ve diğer tesisler iyidir. Sadece bu otelde kalmak için iş sayacı kısmı tavsiye ederim."
Dolphin Park,Hospitable hotel serving delicious food,"Hotel was too good and location wise, it was very good. Its room service was very nice and food was delicious. Hospitality was also very good.",2,57,"Otel çok iyi ve konumu akıllıca, çok iyiydi. Oda servisi çok güzel ve yemek lezzetli. Konukseverlik de çok iyiydi."
Dolphin Park,Decent for lodging and food,"The hotel serves decent rate for lodging and food. Room service was good, bathroom cleanliness is good. Nearer to the bus station.",2,57,"Otel, konaklama ve yiyecek için iyi bir oran sunmaktadır. Oda servisi iyiydi, banyo temizliği iyi. Otobüs durağına yakın."
Dolphin Park,,For given tariff facility of hotel with their service is ok. but still restaraunt and bar facility to be improved.,2,57,Hizmetleri ile otelin verilen tarife tesisi için tamam. Ama yine de restoran ve bar tesisi geliştirilecek.
Gemini Inn,worst room I have ever stayed,I have stayed on the same property 3-4 times earlier. but this time it was horrible. the room was not clean. The towel provided by the hotel had lot of dirt. There where lot of spots in the bed spread. And to top it off it had all the pest including cockroach and bed bugs. I will never return here even if some one pays me to stay there.,1,20,3-4 kez aynı mülkte kaldı. Ama bu sefer korkunçtu. Oda temiz değildi. Otel tarafından sağlanan havlu çok fazla kir vardı. Orada yatakta çok fazla nokta yayıldı. Ve üstünde hamamböceği ve yatak böcekleri dahil tüm haşere vardı. Biri bana orada kalmam için para ödese bile asla buraya geri dönmeyeceğim.
Gemini Inn,Un cleaned rooms,"Rooms are not cleaned, full of cockroaches. We won't recommend this hotel to anyone.",1,20,"Odalar temizlenmez, hamamböceği dolu. Bu oteli kimseye tavsiye etmeyeceğiz."
Gemini Inn,"Very old hotel, the complementary breakfast's bad","Very old hotel, the complementary breakfast is very very bad",1,40,"Çok eski otel, ücretsiz kahvaltı çok çok kötü"
Gemini Inn,,"Issue with Television , desk phone not working had to walk down to ask for any kind of service . Very poor hygeine later was shifted to different room by EOD which seemed a little better",1,40,"Televizyon, masa telefonu çalışmıyor, her türlü hizmet istemek için aşağı yürümek zorunda kaldı. Çok fakir hygeine daha sonra EOD tarafından farklı odaya kaydırıldı, bu biraz daha iyi görünüyordu"
Gemini Inn,Good one,Placed at a convenient location and hence good to stay for a night or so.,2,60,Uygun bir yere yerleştirilir ve bu nedenle bir gece ya da öylesine kalmak için iyi.
Gemini Inn,,AC wasnt working and never fixed after complaining.,1,20,AC çalışmıyordu ve şikayet ettikten sonra asla düzeltildi.
Gemini Inn,Stay away from this,"Not at all good Hotel, but seems you get what you pay for. This was little cheaper than rest, but issue with was things mentioned were not available. For example, in menu they have many choices to choose from but when you order they have just one or two items available. With kids it was difficult to manage there.",1,40,"Hiç iyi otel değil, ama ne için ödeme alıyor gibi görünüyor. Bu dinlenmekten biraz daha ucuzdu, ama sorunu mevcut değildi. Örneğin, menüde seçim yapabileceğiniz birçok seçenek var, ancak sipariş verdiğinizde sadece bir veya iki öğe var. Çocuklarla orada yönetmek zordu."
Gemini Inn,,Hotel is very old and no proper ventilation. Rooms are priced very high.,1,40,Otel çok eski ve uygun havalandırma yok. Odalar çok yüksek fiyatlı.
Gemini Inn,2d/2n,Hotel location is excellent if you are looking to stay near US embassy. Hotel staff is excellent and too cooperative. But the rooms are not that good. AC doesn't work properly. We changed two rooms in 2 nights because of faulty AC and TV. They need to keep it more cleaner.,2,57,ABD büyükelçiliği yakın kalmak istiyorsanız otel konumu mükemmel. Otel personeli mükemmel ve çok kooperatif. Ama odalar o kadar iyi değil. AC düzgün çalışmaz. Hatalı AC ve TV nedeniyle 2 gece iki oda değiştirdik. Daha temiz tutmaları gerekiyor.
Gemini Inn,Good stay,Very nearer to US consulate. Good food for breakfast. No hot water facility for bathing. WiFi available only at the lobby. Heavy traffic near the hotel. Its a very well known place in Chennai. Auto drivers will charge around Rs. 200s from railway station.,3,71,ABD konsolosluğuna çok daha yakın. Kahvaltıda iyi yemek. Banyo için sıcak su tesisi yok. WiFi sadece lobide mevcuttur. Otel yakınında yoğun trafik. Chennai'de çok iyi bilinen bir yer. Otomatik sürücüler Rs civarında ücret alacaktır. Tren İstasyonu'ndan 200'ler.
Gemini Inn,Very costly for given price,This hotel looks like a pg. Yet they charged like a five star hotel. The hotel is nearby to us consulate. But there are many hotels nearby for far less than half of what this hotel charged. So choose another hotel.,2,43,Bu otel bir pg gibi görünüyor. Yine de beş yıldızlı bir otel gibi suçladılar. Otel ABD konsolosluğu yakınında. Ancak bu otelin ne yarısından daha azı için yakınlarda birçok otel var. Öyleyse başka bir otel seçin.
Gemini Inn,Horrible experience,Horrible experience.. Was staying in room no 001 the reception is very colse to the room. The receptionist has his friends all over Chennai who would come to the hotel at 2 am in drunk state and sing songs. In spite of warning them in regards to the noise / mess created by them it was of no use.,1,29,"Korkunç bir deneyim .. oda kalma no 001 resepsiyon oda çok colse. Resepsiyonist, saat 2'de sarhoş eyalette otele gelecek ve şarkılar şarkı söyleyen Chennai'nin her yerinde arkadaşları var. Onları yarattığı gürültü / karmaşa ile ilgili olarak uyarmaya rağmen, hiçbir faydası yoktu."
Gemini Inn,Well maintained,Good services and well managed with great and Delicious food at roof top restaurant it's really good. Felt comfortable while my stay at Chennai in hotel gemini inn,3,65,İyi hizmetler ve iyi ve lezzetli gıda ile iyi yönetilen çatı üst restoranda gerçekten iyi. Hotel Gemini Inn'de Chennai'de kalırken rahat hissettim
Gemini Inn,Well accessible and good service,Clean and good service is provided at gemini inn. The staff are well trained and well mannered providing quality services,3,65,Gemini Inn'de temiz ve iyi hizmet verilmektedir. Personel iyi eğitimli ve kaliteli hizmetler sunan iyi huylu
Gemini Inn,Good hotel,"It's good and near to all main stations. Had a good experience and nice stay in hotel. Also provides free WiFi with breakfast is so good compared to all, because I know the taste as I frequently visit restaurant taste is good too.",3,71,"İyi ve tüm ana istasyonlara yakın. İyi bir deneyim ve otelde güzel kalmak vardı. Ayrıca ücretsiz wifi ile kahvaltı herkese kıyasla çok iyi, çünkü ben sık sık restoran tadı ziyaret gibi tadı biliyorum."
Gemini Inn,Amazing experience,"Stay at Gemini Inn was awesome, the service of the hotel staff was top notch, the food is yummy there and absolute value for money, just 10 mins walk-able distance for both Visa interview and Ofc. The room service is exceptional, best 3 days spent in Chennai..",3,86,"Gemini Inn'de kalmak harika, otel personeli birinci sınıf, yemek nefis ve para için mutlak değer, hem vize röportaj hem de OFC için sadece 10 dakika yürünebilir mesafe. Oda servisi olağanüstü, en iyi 3 gün Chennai .."
Gemini Inn,Good stay for consulate going people,"It is better to stay at this hotel for the people who is going for the consulate because it only 5 min walk for the hotel and a 15 min walk for the VAC office and also a near distance for the Marina Beach it only takes 20 min of travel. Overall stay was good but the food is very bad in the hotel, complimentary breakfast was the worst part.",3,86,"Konsolosluk için giden insanlar için bu otelde kalmak daha iyidir, çünkü otel için sadece 5 dakikalık yürüme mesafesinde ve Vac ofisi için 15 dakikalık bir yürüyüş ve ayrıca Marina Plajı için yakın bir mesafe sadece 20 dakika seyahat alır. Genel kalmak iyiydi ama otelde çok kötü, ücretsiz kahvaltı en kötü kısmı oldu."
Gemini Inn,Good choice if you are on a tight budget,"The staff is really helpful and the service was good, though the complimentary breakfast did not taste very good and the room could have been cleaner. Overall I'll recommend this hotel as it has good value for money.",3,71,Personel gerçekten yararlı ve ücretsiz kahvaltı çok iyi değildi ve oda daha temiz olabilirdi. Genel olarak para için iyi bir değer var gibi bu otel tavsiye ederim.
Gemini Inn,Doesn't feel like a 3-star hotel,"I stayed in this hotel for a night as it is close to the US consulate. Location is the only plus point about this place. The rooms are poorly maintained. The bed sheet, blankets and towel were not clean, it had stains. There is no hot water in the bathroom. Overall, not a pleasant stay and it is overpriced, manageable only if you are staying for one night and need to be close to US consulate.",2,43,"ABD konsolosluğuna yakın olduğu için bu otelde bir gece kaldı. Konumu bu yer hakkında tek artı nokta. Odalar zayıf korunur. Yatak sayfası, battaniyeler ve havlu temiz değildi, lekeleri vardı. Banyoda sıcak su yok. Genel olarak, hoş bir konaklama değil ve overpriced, sadece bir gece kalıyorsanız ve ABD konsolosluğuna yakın olması gerekiyorsa yönetilebilir."
Gemini Inn,Good stay,Better food options (vegetarian). All other facilities were good. Was close to the areas we needed to be. Just better food options specially for vegetarians would have been helpful. Otherwise it was a clean and economic place to stay. Was helpful to be close to the US consulate area too.,3,86,Daha iyi yemek seçenekleri (vejetaryen). Diğer tüm tesisler iyiydi. Biz olması gereken alanlara yakındı. Sadece vejetaryenler için daha iyi yiyecek seçenekleri yararlı olurdu. Aksi takdirde kalmak temiz ve ekonomik bir yerdi. ABD Konsolosluğu alanına da yakın olmak yardımcı oldu.
Gemini Inn,Worst breakfast & worst amenities,"First they gave some room hence we booked executive after that they changed the room at first they cheated by giving bad room. Very narrow inside no lighting. Worst breakfast, worst amenities and very waste.",1,29,"Önce onlar bir oda verdi, bu yüzden biz onlar ilk başta onlar kötü oda vererek hile oda değiştirdi sonra yönetici rezervasyonu. Aydınlatma içinde çok dar. En kötü kahvaltı, en kötü olanaklar ve çok atık."
Gemini Inn,Ideal location for visa interviews,It's at a walk able distance from both biometric and us consulate. For the bio-metric if you take an auto it cost max of 50 Rs and the consulate is a 5 min walk. The food at the hotel is manageable and there are many options available around so it's not a issue.,3,86,"Hem biyometrik hem de ABD konsolosluğundan yürüyüş yapabiliyor. Biyo-metrik için bir otomatik alıyorsanız maksimum 50 Rs ve konsolosluk 5 dakikalık bir yürüme mesafesindedir. Oteldeki gıda yönetilebilir ve etrafında birçok seçenek var, bu yüzden bir sorun değil."
Gemini Inn,Decent & can enjoy some local delicacies,I stayed here due to proximity to the US consulate. The complimentary breakfast served on the rooftop was good. I could enjoy some local delicacies. Nothing exceptional to report about the experience l but decent for a day or two.,3,86,ABD konsolosluğuna yakınlığı nedeniyle burada kaldım. Çatıda servis edilen ücretsiz kahvaltı iyiydi. Bazı yerel lezzetlerin tadını çıkarabilirim. Deneyim L hakkında rapor etmek için olağanüstü bir şey ama bir veya iki gün için iyi.
Gemini Inn,Lot of Bed bugs,Bedbug bites .. My family had tough time ..it took 3 days to recover from the pain ..,1,40,Tahtakurusu ısırıkları .. ailemin zor zamanları vardı .. acıdan kurtulmak için 3 gün sürdü ..
Gemini Inn,average,Its near US consulate seems to be the only advantage,1,40,Yakın ABD konsolosluğu tek avantaj gibi görünüyor
The Chariot,"not a nice especially for bussiness trip, no WIFI","no bill will be provided if your are going through online vendors. They will have have some commission included in the bill, in-order to conceal these details they will not. not dared to take order any food by the reviews already have. If i do have anyother hotelnear by visa office, i would have prefer other one.",1,20,"Çevrimiçi satıcılardan geçiyorsanız hiçbir fatura sağlanmayacaktır. Bu detayları gizlemek için yasa tasarısına bir komisyon dahil olacaklar. Zaten değerlendirmeler tarafından herhangi bir gıda sipariş almaya cesaret edemedi. Visa ofisinde Any Dother HotelNear'ım varsa, başka birini tercih ederdim."
The Chariot,Average,Managable and more than average fecelities andexperience.,2,60,Yönetilebilir ve ortalama tesisler ve deneyimden daha fazlası.
The Chariot,"Main location, value hotel",I had been for embassy work and office was situated right opposite to this hotel. This is located very near to T. Nagar for shopping purpose.. Also good food was provided.,3,65,Büyükelçilik için olmuştum ve ofis bu otelin tam karşısında yer alıyordu. Bu alışveriş amacıyla T. Nagar çok yakındır .. Ayrıca iyi yemek de sağlandı.
The Chariot,Good place to stay at affordable price,"The place was OK. The room was priced at 2K/night. I booked it for 2N for 3 adults totalling around 6. 5K including tax and additional charges for 3rd Person & finally got it at 3. 5K discount). Pros: Room service, Reception, Cleanliness. Location of the hotel. Cons:Old CRT TV, not working properly. Dim lights in the room. Not many food options and Indian breakfast wasn't that great.",3,86,"Yer tamamdı. Oda 2k/gece fiyatlandırıldı. Vergi ve 3. kişi için ek ücretler dahil olmak üzere toplam 6. 5k civarında 3 yetişkin için 2N için rezervasyonu & nihayet 3. 5k indirim aldı). Artıları: Oda servisi, resepsiyon, temizlik. Otelin yeri. Eksileri: Eski CRT TV, düzgün çalışmıyor. Odada loş ışıklar. Çok fazla yemek seçeneği ve Hint kahvaltı o kadar da büyük değildi."
The Chariot,Not happy,"First when I entered the hotel and gave my booking I'd they said they didn't receive any mail so wait, there was some arguments so they gave me a room which is really non sense because I already stayed in that hotel and I know the room due to the arguments they gave me a non sense room and also no one helped me for check in, they told this is the room no and its in the particular floor so go and check in this is their hospitality.",2,43,"İlk olarak otele girdiğimde ve rezervasyonumu verdiklerinde, posta almadıklarını söylediklerini söylediler, beklemek, bazı argümanlar vardı, bu yüzden bana gerçekten anlamsız bir oda verdiler çünkü zaten o otelde kaldım ve oda bana duyulmayan bir oda vermedikleri argümanlar nedeniyle biliyorum ve kimse bana yardımcı oldular, bu onlar oda no ve onun belirli katta olduğunu söyledi ve bu, bu yüzden bu yüzden hospitality olduğunu söyledi."
The Chariot,Decent for the price,"Decent for the price, got a suite at 2400. Under renovation when visited. Proximity is the biggest plus. Service was a concern. Laundry service was not available. See where you park your car, or it might end up being covered in bird shit. Food was also kind of stale.",3,71,"Fiyat için iyi, 2400'de bir süit var. Ziyaret edildiğinde yenileme altında. Yakınlık en büyük artı. Hizmet bir endişeydi. Çamaşırhane hizmeti mevcut değildi. Arabanızı nereye park ettiğinizi görün, yoksa kuş bokuyla kaplı olabilir. Gıda da bayat oldu."
The Chariot,Nice location & value for money,"Got a good deal from Makemytrip for my one day business trip to Chennai. The hotel is located in the prime location and it was a value for money, especially with the offer from Makemytrip. The WiFi signal in the room was bad but appreciated, as it was complimentary service offered by the hotel.",3,71,Chennai'ye bir günlük iş gezisi için Makemytrip'ten iyi bir anlaşma var. Otel birinci sınıf konumda yer almaktadır ve özellikle Makemytrip teklif ile para için bir değer oldu. Odada wifi sinyali kötü ama otel tarafından sunulan ücretsiz hizmet olduğu gibi takdir.
The Chariot,Prime location and decent stay,Prime location and good stay. Amenities could be better. The WiFi could be better. The hot water can be available all time. Good front office staff and helpful room service. Overall not bad for the money paid.,3,71,Prime konumu ve iyi kalmak. Olanaklar daha iyi olabilir. WiFi daha iyi olabilir. Sıcak su her zaman mevcut olabilir. İyi ön ofis personeli ve yararlı oda servisi. Genel olarak ödenen para için fena değil.
The Chariot,Location is close to heart of the city,"Receptionist and Manager are doing their job perfectly, especially manager prejuv was a calm guest receiver and does Guests needful things. Service from other staff are also good, location is close to heart of the city T Nagar and other areas too..",3,86,"Resepsiyonist ve yönetici işlerini mükemmel yapıyor, özellikle yönetici Prejuv sakin bir konuk alıcıydı ve konuklara ihtiyaç duyan şeyler yapıyor. Diğer personelden hizmet de iyidir, konum şehrin kalbine yakındır ve diğer alanlar da .."
The Chariot,Decent budget hotel at good location,"Hotel is in good location if you are sole traveler for USA visa application close to consulate & walking distance from VAC. Even though current hotel is under renovation. Complementary, breakfast is served in room. Wi-Fi is chargeable not free with Makemytrip booking.",3,71,"USA için tek gezgin iseniz, VAC'den konsolosluk ve yürüme mesafesine yakın olan tek gezgin iseniz otel iyi bir konumdadır. Mevcut otel yenileme altında olsa da. Tamamlayıcı, kahvaltı odada servis edilir. Wi-Fi, Makemytrip rezervasyonu ile ücretsiz değildir."
The Chariot,Bad experience,"Took it as it is near the US Embassy fingerprinting location. Hotel has almost no parking space. Front office staff, the Lady require serious training in hospitality. Hotel is rated 3 star but not worth even a star. Room is just OK to spend the night. If payment was not done during booking, I would have shifted out.",2,43,"ABD Büyükelçiliği parmak izi konumuna yakın olduğu için aldı. Otelin neredeyse hiç park yeri yoktur. Ön büro personeli, bayan misafirperverlik konusunda ciddi eğitim gerektirir. Otel 3 yıldız olarak derecelendirilmiştir ama bir yıldız bile değmez. Oda geceyi geçirmek için sorun değil. Rezervasyon sırasında ödeme yapılmasaydı, kaydırılırdım."
The Chariot,Good but need to improve more,"Good hotel but need to improve some more like TV, bathroom etc. Looks old and some floors are under construction otherwise hotel is safe and kind people and response and service and all good. Fine and decent stay and it's ideal and. Better hotel better location.",3,71,"İyi otel ama biraz daha tv, banyo vb. Gibi iyileştirmeniz gerekiyor ve bazı katlar yapım aşamasındadır, aksi takdirde otel güvenli ve nazik insanlar ve yanıt ve hizmet ve tüm iyi. İnce ve iyi kalmak ve ideal ve. Daha iyi otel daha iyi bir yer."
The Chariot,Good staff behaviour and clean,The stay was good. I mainly liked the staff behaviour they were really helpful. Not so much option in case food whereas in the menu there were a lot. Service was bit slow but good. Overall satisfied. If I get a chance will like to stay again.,3,86,"Kalma iyiydi. Esas olarak onlar gerçekten yararlı personel davranışı beğendim. Gıda durumunda çok fazla seçenek değilken, menüde çok şey vardı. Hizmet biraz yavaş ama iyi. Genel olarak memnun. Eğer bir şansım olursa tekrar kalmak isterim."
The Chariot,A budget hotel,Room was just OK .. Initially they put me into a room which was stinking later on request they put me in a decent room and they said that they are renovating the rooms .. But earlier I had stayed in the same hotel it was good ... The food quality was not up to the mark ..,2,57,Oda sadece iyiydi .. Başlangıçta beni daha sonra istek üzerine kokuşmuş bir odaya koydular beni iyi bir odaya koydular ve odaları yenilediklerini söylediler .. Ama daha önce aynı otelde kalmıştım iyi oldu ... yemek kalitesi işarete kadar değildi ..
