HotelName,Review,Rating
Sueno Hotels Deluxe Belek,"Yine Suenoya geldik, yine çok memnunuz. Her zamanki gibi otel personeli çok güleryüzülü ve ilgili, hatta bu sefer daha da özel hissettik kendimizi daha güzel ilgi gördük. Girişte ateşlerimizi ölçüyorlar, her tarafta el dezenfekte bulunuyor, restoranda masa servisi ve yemek servisi özel, yemek çeşidi biraz az olduğuna rağmen yemekler çok lezzetliydi. Gün içeresinde ve akşamları aktiviteler iyidi, beach club Harika bir yer yapmışlar çok beğendik. Güzel zaman geçirdik, teşekkür ederiz. Nasip olursa bayramda geliriz inşallah.",5
Sueno Hotels Deluxe Belek,"Malum corona donemi oldugundan dolayi cok fazla onlem alindi otel cok hijyenik dort dortluk bir otel daha once de gelmistik harika personeller guler tuzlu her istegimizo yerine getiriyorlar sagolsinlar, cpk memnun kaldik",5
Trendy Lara,"Bu tesiste ilk açıldığı yıl ailemle kalmıştım. Çok memnun olduğumuz için tekrar 3 gece kaldık.
1.	Karşılama standart. Resepsiyon görevlisi ve bellboy nazik.
2.	Odalar çok temiz ve ferah. Terlik, saç kurutma makinası, havlu, minibar, safe ve su ısıtıcısı standart. Yataklar rahat. Deniz gören odalardan (4 üncü kat ve üstü) akdeniz tüm güzelliği ile karşınızda.
3.	Heryer tertemiz. Havuz, pastane vs. 
4.	Denize teknelerle taşıma yapılıyor. Plajı kum ve sığ. Hizmet orta seviyede.
5.	Çalışanlar kibar ve yardımsever.
6.	Yemekler lezzet ve çeşitlilik yönünden güzel. İçecekler marka.(meyve suları dahil)
7.	Kaldığım dönem çocuklu ailelerin dönemiydi. Bu resmen bir azap oldu. Her yerde gürültü. Asansörlerin tüm kat düğmelerine basan ve bizleri katlarda asansör beklemek zorunda bırakan kültürsüz toplum çocukları doluydu. İşin ilginci yönetime şikayet etmeme rağmen hiç bir önlem almadılar.
8.	Barlar yeterli olmasına rağmen kalan misafir ülkenin(!) yüzünden uzun kuyruklar oluşuyordu. Ama çalışanlar buna rağmen sabırla ve güleryüzle hizmet vermeye devam etti.
9.	Yaşadığım tek kötü olay, yaşlı annem ve babamın aşırı çocuk sesinden rahatsız olnması sebebi ile ana restorantta +18 yazan bölümde yemek yemek istemeleri ile başladı. 16 yaşında olan kızım da aile bütünlüğü sebebi ile bizle beraber masaya oturdu. Biraz sonra hiç olmayan bir şekilde suçlu muamelesi gördük ve ne iştah kaldı ne de birşey. Turist çocuklarına imtiyaz tanıyan, her türlü yaramazlık ve rahatsızlıklarına göz yuman müessese hıncını bizden çıkarmıştı. Otel para alırken yetişkin olarak değerlendirdiği kızımı yemek salonunda çocuk olarak değerlendirmişti. Buradan otele soruyorum, size göre yetişkin yaşı kaç? Para alırken koyduğunuz 16 yaş kıstası mı, yoksa yemek salonunda ses olmasın diye belirlediğiniz 18 yaş kıstası mı? 16 yaşındaki birinin ortalıkta koşuşturup, bağırış çağırış yapıp, ağlayıp zırlayacağını mı düşünüyorsunuz? +18 denilen yer bir bar değil, normal yemek yenilen, sadece sessiz olması için ayrılmış bir bölüm. Bu kadar polisiye bir tedbir alınıp, misafirinizin yemeğini ve tatilini zehir etmeye ne gerek var? Not: Bu konuyu müşteri ilişkileri ile ayrıntılı olarak konuştum. Bana konsept, kural vs. demeyin.
10. Ekim kasım ayı misafir profili sıkıntı yaratıyor.
11.	Bir daha gelir miyim?  Yaşadığım olumsuz olaya rağmen evet.
Bellboy Okan beye, oda temizliğini yapan Gülseren hanıma, poolbarda görevli Bülent ve Uğur beylere güleryüzleri ve nazik davranışlarından dolayı teşekkür ederiz.
",4
Long Beach Resorts,"2015 ten 2016 ya geçerken Yılbaşını geçirmek için arkadaşlarımla birlikte tesadüfen tercih ettiğimiz müthiş bir otel..Menü zenginliği,odaların tasarımı,hizmet kalitesi,restaurant büyüklüğü ve hizmet hızı herşey harikaydı..Kesinlikle tavsiye ederim.Harika havuzları ve sahildeki etkinliklerden hava durumu nedeniyle faydalanamasakta yaz tatilinde tekrar gidip otelin daha fazla imkanlarını yaşamak keyifli olucak....",4
Long Beach Resorts,Biz 25 ocakta okul Kampı için Öğrenci ve ailelerimizle bu oteldeydik.otele girince ilgisiz personel ile yuzlestik daha sonra ardı arkası kesilmedi sorunların otel bildiginiz buz klimalar calismiyor en az 10 kez söyledik ama nafile sonuc yok zaten muhattap olacaginiz yetkili bulunmuyor yer yarilmis içine girmisler sanki cocuklar 6 gun boyunca eldiven atkı ve montla durdu son gun hastalandı hepsi sıcak kapalı havuz dedikleri pis ve soguk personel yok ortada çayınızi kendiniz alıyor boslarida kendiniz topluyosunuz hatta masaya kahve döküldü dedik pastanedeki bsyan bize ne yspabilirim dedi ve bize bez verdi odadaki fon makinesi bozuk dikjat edin saçınızı yakmayın alev çıkıyor gece müdürü adem bey var suratsiz ilgisiz ben anlamadım bu otele 5 yildizi nasıl vermişler berbat en önemlisi masalarda Paslı çivi var öğrencinin bacagina battı hastaneye götürmek için araç ayarlayın dedigimizde önce ücret istediler biz itiraz edince zoraki araç ayarladilar. Yıllardır otele gideriz 5yildizli otellere ama bukadar kotusunu görmedik.,1
Long Beach Resorts,"Kış dönemi ilk defa açıldığını öğrendiğimiz otele grup olarak arkadaşlar ile 3 günlük tatil amaçlı gittik. Yemekleri güzeldi fakat çalışanlar sıkıntılıydı. Nezaketten uzak, kolunuzdaki bilekliğin ve tenininizin rengine göre muamele yapılması hiç hoş olmadı. Havuz, hamam, spa bölümü hiç uygun sıralanmamış. Oyun salonu içinden geçilmesi saçma olmuş. Kış için uygun olmayan bir ortamı var. Yaz için ise çalışanlar nedeniyle gitmeyi düşünmediğim bir otel...",4
Rubi Platinum Spa Resort & Suites,"Salgın sürecinde tatil yapıp yapmamak arasında cok tereddütlerimiz varken, referans ile seçtiğimiz bu otele hayran kalarak ayrılıyoruz. Odalarında herşey en ince ayrıntısına kadar düşünülmüş. Özellikle tam puan verdiğim ve çok çok memnun kaldığım alanlardan biri kids clup bölümü oldu. Tüm çalısanlar öyle içten ve işlerini sahiplenerek yapıyorlar ki, çocuğumuzu gözümüz arkada kalmadan teslim edip, aktivitelere katılmasını sağladılar. Güleryüzlülük, etkinlik planlama 10 üzerinden 10 puan. Özellikle Sıla Hanıma da teşekkür ediyoruz.
Anılarımızda kalacak bir tatil oldu.",5
Rubi Platinum Spa Resort & Suites,"Otel aktivite olarak çok harika temiz harika pis hiç bir yer yok özellikle şu dönemde havuz deniz gerçekten çok harikaydı bütün çiftlere öneriyorum 
Animasyon ekibinde özellikle Arda kardeşime çok teşekkür ediyorum ilgisi alakasından dolayı 
Tüm çalışanlara teşekkür ediyorum",5
Rubi Platinum Spa Resort & Suites,Balayı çifti olarak geldiğimiz bu otelde aşırı eğlendik ve keyifli vakit geçirdik. Gerek aktiviteler gerek animasyonlar olsun herşey harikaydı. Özellikle animasyon ekibinden Arda bizimle çok ilgilendi. Aktivitelere katılımımızı sağladı ve keyifli vakit geçirmemize neden oldu. Teşekkürler Rubi ailesi,5
Rubi Platinum Spa Resort & Suites,Suan 2410 nolu odada konakliyorum. Tatilimiz devam ediyor. Ucuncu gelisimiz. Bu bolgedeki en iyi otel diyebilirim. Ozellikle denizindeki dalgakiran cok akillica size ege denizi tadi veriyor.dalgasiz sig. Otele gelen turist elit rus kesimdir. Herhangi bir tatsizlik goremezsiniz. Arkadaslarin hepsi cozum odakli. Halkla iliskilerden Fehime hanima ilgisinden dolayi ozellikle tesekkur ederiz. Bir de barmen Mehmet bey e tesekkur ederiz.,5
Rubi Platinum Spa Resort & Suites,"Dışarıdan görünen mütevaziliğine karşı olağanüstü hizmetiyle bizi kendine hayran bıraktı. Girişten itibaren sürekli bir ihtiyacımız olup olmadığını soran otel çalışanları her konuda bize yardımcı oldu. 

Odaların temizliğinden tutun yeneklerin lezzetine her şey çok iyiydi. 

Tüm otel çalışanları ve yönetimine teşekkür ederiz.⭐⭐⭐⭐⭐",5
Rubi Platinum Spa Resort & Suites,"Karşılama zayıf, ana restauranttaki yemek ve tatlı çeşitleri az, aydınlatması kötü, içecek servisleri yavaş, garson sayısı yetersiz ve üslupları lakayt. (Yalnızca ana restaurant garsonu Mehmet Bey ilgili, işini seri yeri getiren biriydi,onu ayrı tutuyor kendisine teşekkür ediyoruz.) 
Ala carte restaurant yemekleri güzel, servisi hızlı, otelin spa kısmı iyi, odalar oldukça geniş,temizliği güzel, etkinliklerdeki (okçuluk,dart,pilates vb.)  personel ilgili ve güleryüzlü. 
Otel yönetiminden Fehime Hanım ve Etstur’dan İlayda hanım çok ilgili ve geribildirimler konusunda oldukça yardımcı. 
Otel ortalama bir otel. Biz geçen sene eşimle balayı için Voyage’a gitmiştik yine Ets tavsiyesiyle. Onun çok altında bir otel. Seçim sizin.",3
Rubi Platinum Spa Resort & Suites,"Öncelikle kids club sonra animasyon ekibinden özellikle arda bey çok iyiler. biz aile olarak çok rahat ettik,deniz çok güzel,derli toplu,çok yorulmadan tatil yapmak isteyen tüm aileler değerlendirebilir",5
Grand Paşa Hotel,Eşimle beraber iki gün kaldık ve memnun ayrıldık. Fiyatına göre güzel hizmet alabileceğiniz bir otel. Çalışanlar ellerindeki imkanlarla rahat etmeniz için gayet samimi bir şekilde yardımcı oluyorlar. Otelin görece küçük bir alanda olması ve plajının olmaması eksileri olsa da genel olarak memnun kaldık. Özellikle yemeklerini çok beğendik. Resepsiyondaki Emrah Bey ve arkadaşları karşılamada ve odadaki ufak tefek pürüzlerde son derece özverili şekilde yardımcı oldular. Hepsine çok teşekkür ederiz.,5
Grand Paşa Hotel,Marmariste sakin ve güzel bir tatil geçirmek istiyorsanız kesinlikle gelmeniz gereken bir yer. Animasyon ekibi oggy ve joseph harika. Yemekler olsun temizlik olsun en ufak sıkıntı yaşamadık. Ilginiz ve güler yuzlulugunuz için ayrıca tekrar animasyon ekibine teşekkür ediyorum.,5
Grand Paşa Hotel,"Öncelikle animasyon ekibinin tamamına ve ayrıca Oggy ve joseph'e teşekkür ediyoruz, yemekler çeşitlilik konusundan tam puan alir. Marmarisin gözde otellerinden birisi ve geldiğimiz gibi aradığınızı bulduğumuzu farkettirdiler. Harika herşey!",5
Rubi Platinum Spa Resort & Suites,"Alanya hakkındaki fikrimi değiştiren güzel otel. çok sevdim hepsi ayrı ayrı yardım sever güler yüzlü insanlar. Yemekler lezzetli, içecek kalitesi çok iyi. Pastanesi mükemmel. Garson Hülya hanım, Akif ve Halil Bey, Şef Erol Bey, pastane Bahar hanım yardımlarınız ve güler yüzünüz için ayrıca teşekkürler. 
Odalar standartlara göre biraz küçük iki kişiden fazla kalırsanız sıkıntı. Genel Temizlik güzel, oda temizliği de başarılı. Kat görevlileri çok yardım sever, ek ihtiyaçlarını karşılıyorlar. Havuz odalarını daha çok sevdik biz, yine tercihimi havuz odasından yana kullandım. Fiyatları diğer odalara göre daha pahalı ama oda yapısı diğer odalarla birebir aynı. Deniz çok güzel. Kum biraz sıkıntılı, elenmeye ihtiyacı var. Geri kalan her şeyi sevdik. Haftaya tekrar gidiyoruz bu sefer arkadaşlarla. Umarım yine memnun kalırız. 🙏🏻",4
Rubi Platinum Spa Resort & Suites,Otel tam bir konfor oteli. Balayı için 5 gün geldik. Organizasyon ekibi sayesinde özellikle alican ve hasan sağolsun garson arkadaşlardan yunus’a teşekkür ederiz. Tavsiye edebileceğim şimdiye kadar gittiğim en iyi otel.,5
Rubi Platinum Spa Resort & Suites,Her şey şahaneydi. Garsonlardan yunus tatlı ve animasyon ekibinden Ali can beyden ve Hasan beyden ilgi alakaları için çok teşekkür ederiz.  Tüm personelin ilgisi ve alakası sayesinde şahane bir balayı geçirdik. Şiddetle tavsiye ediyorum.,5
Rubi Platinum Spa Resort & Suites,Otelden ve çalışan ekipten çok memnun kaldık. Deniz ve havuzlar güzeldi. Yemeklere de 8/10 diyebilirim. Çeşit çoktu ve genelde lezzetliydi. Çalışanlardan İlknur Hanım’a özel olarak teşekkür ederim ilgilisi için. Güler yüzü ve yardımcılı için. Eksik diyebileceğimiz sadece animasyondu o da pandemi şartlarından dolayı olabilir.,5
Rubi Platinum Spa Resort & Suites,"Çok güzel bir tatil deneyimi yaşadık ailemle, özelliklede ilgisinden dolayı ilknur isimli çalışana buradan da çok teşekkür. Otelin imkanlarının harikalığıyla 10/10 bir tatil oldu. Tekne turları, restoran imkanları ve gece canlı müzik olması da tüm gün yapılacak aktivitelerin üstüne zamanımızı dop dolu geçirmemizi sağladı.",5
Sueno Hotels Deluxe Belek,yemekler güzel o konıda memnun kaldık. servis güzeldi odalarımız temizleniyor her gün pandemi dönemi için gayet uugun bir hotel hiç tereddüt etmeden helenilirsinzi. çok güzel bir aile tarili geçirdik. inşallah tekrar olursa gelmek isteriz,5
Sueno Hotels Deluxe Belek,Gayet memnun kaldgimiz guzel bir tatil oldu hersey cok guzeldi mini club acikti ve cocuklarimz cok eglndi yemeklerde vs hic nir problem yasamadk pandemi surecini iyi yoneten guzel bir otel tavsiye ediyoruz herkese,5
Sueno Hotels Deluxe Belek,"Tatilimiz çok güzel geçti, otelin karantinadan sonda yeni açılmasına rağmen çok güzel hizmet vermektedir. Her taraf temiz, güzel, personel ilgili güleryüzlü, hepsi maske ile ve eldivenle çalışıyor, her konuda yardımcı oluyorlar. Otel yoğun değildi, insan azdı bizim için gayet güzel bir zaman geçirdik. Teşekkürler Sueno görüşmek üzere.",5
Sueno Hotels Deluxe Belek,Eşimle iki gün önce konakladık son derece temiz çalışanları oldukça ilgiliydi özellikle resepsiyondan Oktay beye ve Asel hanıma teşekkür ediyoruz çok nazik ve ilgililerdi çok teşekkür ediyoruz mutlaka tekrar gideceğiz.,5
Sueno Hotels Deluxe Belek,Öncelikle personeller çok ilgili ve kibarlar. Otele zaten çok güzel özellikle sueno meydanındaki garson gamze hanım ve bize özel sushi hazırlayan restorant şefine çok teşekkür ederiz herzaman tavsiye ediceğimiz tatil köylerinden biri olacak. Çok memnun kaldık,5
Sueno Hotels Deluxe Belek,Oncelikle bu tarz yorumlar yapan biri değiliz ama çift olarak gerek otele gerek yemeklere ve aktivitelere bayıldık. Bu yorumu daha çok personel arkadaşlarla ilgili yapmak ta istedik her çalışan güleryüzlü nazik ilgili ve çok düşünceli. Müşteri ilişkilerinde ki almira hanıma da özellikle teşekkür ederiz. Bir sonraki tatilimizi sabırsızlıkla bekliyoruz  sueno,5
Sueno Hotels Deluxe Belek,"Karantinadan sonra 5 günlük tatilimiz çok iyi geldi. Önemli olan otelde her türlü hijyen terbiyeler alınmıştı ve kendimizi çok güvenli hissettik. Kalabalık değildi, sakindi ve çok rahattı. Yemekler güzeldi, servis çok iyiydi, animasyon bile vardı hiç sıkılmadık. Tüm personel çok ilgiliydi, ilginiz ve güzel tatil için teşekkür ederiz Sueno😊",5
Sueno Hotels Deluxe Belek,"Pandemi döenminin hemen sonrası iki çocuğumuzla  bu otele tatile gittik. Tüm personelleri çok nazik ve nezaketli. Otelin temizliğinden çok memnun kaldık. Hizmetler en ince ayrıntısına kadar düşünülmüş. 
Oğlumun tabiriyle ""Bu otelde eksik olan tek şey Kuş Sütü""

Çocuklarınızla birlikte rahat bir tatil geçirebileceğiniz en iyi adres 
Tüm çalışanlarına tekrar teşekkür ederiz.",5
Sueno Hotels Deluxe Belek,"Evlilik Yıl Dönümümüz kutlamak için, 'Güvenli Turizm Sertifikası' almış olan Sueno Deluxe Otele geldik. Gitmeden önce bu otelde güvenli konaklayabilir miyiz diye merak ediyorduk. Otele varınca tüm endişelerimiz yok oldu. Hijyen uygulamalarının üst düzeyde tutuldu. Her yer tertemiz ve düzenli. Mekan o kadar büyüktü ki sosyal mesafe uygulamak hiç problem olmadı. Gıda güvenliğine inanılmaz şekilde önem verildi. Tam istediğimiz gibi çok huzurlu ve güvenli bir ortam bulduk. Mekan çok güzel, özellikle iskeleyi çok sevdik, odalar geniş ve rahat. Yemekler lezzetli ve kaliteli. Ayrıca tatilimizi mükemmel yapan, bizi özel hissettiren Sueno'nun harika çalışan ekibi. Kalifiye, donanımlı, insan ilişkileri kuvvetli insanlar. Her isteğimiz yerine getirdler. İlgilerinden dolay özellikle resepsyondaki son derece iyi ve yardımsever Mumine Hanım'a, kibar ve profesyonel şef garsonu Mustafa Bey'e ve süper cocktail hazırlanan Aşkın Bey'e  çok teşekkür etmek istiyoruz. Çok memnun kaldık. Tekrar geliriz ve öneririz.",5
Sueno Hotels Deluxe Belek,Ilk defa geldiğimiz  ve pandemi sebebiyle tereddüdlu geldiğimiz sueno otelden %100 memnuniyet ile dönüyoruz. Pandemi döneminde hijyenin ve önlemlerin⁹ mükemmel olduğunu söyleyebilirim. Yemekler müthiş özellikle otelin şefi Serkan Bey 'in menüleri ve mezelerini tavsiye ederim. Personelin güler yüzü ve yaklaşımlarından çok memnun kaldık.  Tekrar gelmeyi düşündüğümüz bir otel. Bu arada resepsiyondaki iki bayanda güleryüzle ve yaklaşımları içinde ayrıca teşekkürler .,5
Long Beach Resorts,Swim up odalar MÜKEMMEL. Temizlik harika . Tatlılar eksiydi fakat profiteroller harikaydı taze taze cikiyordu.Aquapark gondol kaydiragindaki abi çok iyi ve enerjikti. Yemekler çok çeşit vardı fakat lezzetli değildi.  Otel çalışanları çok nazik ve kibarlardi.animasyonlar harikaydı. Çocuklar için harika bir lunaparki vardı. Çocuklar için oldukça büyük 2 tane aquaparki vardı. Havuzlar hijyenik.,5
Long Beach Resorts,Hersey guzeldi... Paranizin karsiligini fazlasiyla alirsiniz... Otel cok buyuk oldugu icin ferah hic bunalmazsiniz...Tam bir aile oteli... Yemekler guzel... Hele aksam mangal keyifleri harika...Tek kusuru denizi onuda otel hizmeti ile cok guzel kamufle ediyor... Tesekkurler long beach ailesi,4
Long Beach Resorts,eşimle balayı için  ağustos 2015te 4 günlük  gittik.Odada Balayı pakedi yoktu hatırlattım tamam dediler. odaya akşam çıktık yine yok 2. ya da 3. gün geldi balayı pakedimiz orda da özensiz şampanya yerine şarap vardı. oraya gittiğimizde havuzlu dubleks odalar verileceği söyleniyordu ama onu da vermediler..Ayrıca otele biraz erken gelmiştik uzak bir yerden geldiğimiz için ama pek yardımcı olan olmadı sürekli telefon bekledik oda boşalsın diye..denizi berbat..bir tek aqua iyi..yemekler idare eder. ben hiç memnun kalmadım kimseye de tavsiye etmiyorum.,3
Trendy Lara,Hotele geldiğimiZden beri hersey cok personelin yaklaşımı iyi biZimle ilgi alaka super yemekler lezzetli ve animasyon akşam showları super ve gunduz aktıvıteleri cok iyi animasyondan kemal ve sebastian biZimle cok ılgılensı tesekurler hersey ıcın trendy lara,5
Grand Paşa Hotel,Harika bir tatil deneyimi geçiriyoruz. Animasyon ekibi oggy ve joseph sayesinde sürekli eğleniyoruz. Yemekler ve temizlik gayet iyi yeterli. Eğer hiç durmadan eğlenmek istiyorsanız buraya mutlaka uğramalısınız. Dinlenmek için de ideal bir yer. Uzaklık olarak kafanız yorulmasın. Gitmek istediğiniz yer gere çok yakın. Good entertainment,5
Trendy Lara,Hersey cok iyi geçti bizim için çalışanlar gerçekten cok yatdimci oldular bize tatilimiz umduğumuzda iyi geçti herkese tavsiye ederiz yemekler olsun ickiler olsun orjinal ve denize özel botla gitmek güzel bir ayrılacak ve animasyon Ekibi çok mükemmel ve animasyon Kemal ve sebastian bizimle çok ilgilendi teşekkürler hersey lcln,5
Trendy Lara,"Konum ve Ulaşım   👑👑👑👑

Antalya kundu bölgesinde bulunan otele havalimanından taksiyle ulaşım yaklasık 20-30 dk sürüyör.Taksi ücreti 80 tl tutuyor.

Resepsiyon 👑👑👑👑

Otele giriş işlemimiz gayet hızlı ve güler yüzlü bir şekilde yapıldı.
 Uzun boylu renkli gözlü asık suratlı arkadası ayrı tutarak Bunun için  teşekkür ediyorum

Oda 👑👑👑👑👑

Deniz ve nehir manzaralı odada konakladık, rahat , geniş ve ferah bir odaydı

Temizlik

Daha önceki tatillerimize kıyasla oda temizliği beklediğim seviyede değildi.
Yatak düzenleme ve havluları değiştirme ve çöpleri almak dısında bir işlem yapılmadıgını anlamanız zor olmuyor.

Temizlik dısında Katçı ablalar son derece enerjık ve güler yüzlüydü.

Yemekler 👑👑👑
 
Soguk bölümünü biraz yetersiz buldum genelde benzer ve çok yaglı şeyler vardı ve  lezzetsizdi 👑

Sıcaklar tatmin ediciydi et agırlklı menüler vardı, ızgaralar güzeldi. Kokereçten kuzuya, kuzudan çin yemeklerine kadar çeşit boldu. Tabi yemek kuyruguda boldu👑👑👑

Çocuk menüsü

Çocuk menüsü çok özensiz hazırlanmış ve vasattı,hemen hemen hergün aynı şeyler vardı ve büfe temiz değildi. 👑

Kahvaltı
Kahvaltı çeşitleri yeterliydi, her damaga uygun seyler vardı 👑👑👑👑

Tatlı 
Zaman zaman cıkan bayatlamıs baklava dısında idare ederdi 👑👑👑

Meyve ceşitliği çok iyiydi en iyi bölüm diyebilirim 👑👑👑👑👑

Genel olarak Büfeler çok sıkışık ve karma karışık, otelin büyüklüğüyle ters orantılı bir durum var alan cok ama kullanmıyorlar buda karmasaya yol açıyor 

FB

FB Personelinin restaurant bölümün çogunlugu işten bunalmış asık suratlı zorla çalışıyor gibi bir görüntü çiziyordu. İçeceklerimizi %95 kendimiz aldık.
Her postanın servantında içecek var buda demek oluyorki bara gitmenize gerek yok servisi biz yapıyoruz ama işin uygulama kısmı ""0""

Lobi ve pastane bardaki servis elemanları güler yüzlüydü 
Aynı şey barmenler için geçerli değil. Kendi kendine türkçe mırıldanan ve otelden memnun olmayan elamanlar var melek etiğine ters.

Çay ve kahve büfeleri kirliydi. Yeterince kontrol edilmiyor.

Havuzlar ve Sahil

1.Havuzlar büyük ve temizdi,  şezlonglar yeterliydi.

2.Derinliklerin fiks 1.40  olması cocuklar için dezavantaş,otelde çocuk havuzu var ama orasıda ayak boyu derinlikte yanı orta yolu  bulamamışlar.Ayrıca havuzlarda yeterince merdiven yok. Cankurtaranlar da genelde aquaparkta duruyor 

3. Aquaparkı görüntüsü iyi kaydıraklar yeterli ama bakıma ihtiyacları var sırtınızı acıtıyor

4. Havuz barın arkasındaki tuvaletler çok pis kokuyor.

Sahili gayet güzel, 3 dk lık bir tekne yolculuğundan sonra sahile ulaşıyorsunuz, tekneler sürekli çalşıyor.

Animasyon 

Kişiden kişiye değişen bir durum ama daha  önceki tatillerimize kıyasla çok zayıf ve kids clup'a gitmeyen çocuklar için bir aktivitie göremedik.

Beach Voleybol için anons yapılıyor ama sahilde olacagı söylenmiyor.Oteldeki sahaya gidiyoruz ama ilgili animatör yok, son günlerde öğrendik sahildeki sahada oynadıklarını.
Ekibin enerjisi düşük

Gürültü

Alan çok kullanan yok demiştim seminercilerin oldugu zamanda,3 gün boyunca odalara yakın yerde yapılan gece aktivitelerinin yeri hiç iyi değil 23.30 dan önce müzik sesi durmuyor. Bir grubun eglencesi için baska bir gruba rahatsızlık veremezsiniz. 

Alışveriş

Alışveriş merkezlerine gitmek için otelin hemen önünden kalkan belediye otobüslerini kullanabirsiniz Otele yaklaşık 10 km uzaklıkta alışveriş yapabileceğiniz birsürü yer var , daha ekomik bir alışveriş isterseniz sehir merkezine gidebirlisiniz otobüs güzergahı size birçok alternatif sunuyor. Otbüste 2 binişlik 7,5 liraya kart satılıyor.

Son söz 
Orta sekerli tatil yapabileceğiniz bir otel. Daha önceki tatillerimize kıyasla nacizane görüşlerimi yazdım.
Herkese iyi tatilller. ",3
Grand Paşa Hotel,Gerçekten aile yeri çocukların eglenebilecegi bı yer özellikle animasyon gurubu eğlenceli içlerinden Oggy şefleri Ali ve Joseph çok ilgililer misafirlerle bire bir ilgileniyorlar. Yemeklerin çeşidi ve lezzeti bizi tatmin etmeye yetti. Mutlaka gelmeniz gereken bir otel.,5
Grand Paşa Hotel,"Öncelikle güler yüzlü ve sıcakkanlıligindan dolayı tüm calisanlara teşekkürler. Ali,seda,bety animasyon ekibine çok teşekkürler. Yemekler leziz ve çeşitliydi. Temizlik harikaydı.hergun ben soylemeden oda temizligim yapıldı. Kisacasi asla pişman olmayacaginiz bir yer tavsiye ediyorum..",5
Grand Paşa Hotel,tek kelimeyle mükemmel bir tatil geçirdik.hijyen yemekler özellikle animasyon ekibi harikaydı.çocuklarımızla çok eğlenceli vakit geçirdik. marmariste evinizdeki rahatlığı yaşamak isterseniz şiddetle tabsiye ederim.,5
Sueno Hotels Deluxe Belek,"Sueno ailesine ve tüm çalışanlara tsk ederiz ana resturanta başaşci,aşçılar,ascı yardımcılarına tsk ederim leziz lezzetler çıkardılar bu artı yönünden bahsettim her hotelin eksiyi var bu hotelinde var tabiki havuz temizliği ve havuz etrafında şezlonglari çok kötü rahatsız edici hotel temizliği idare eder personelin davranışları ve hizmetleri güzel hepsine tsk ederim .",5
Sueno Hotels Deluxe Belek,"7 haziranda otele girerken ve çıkarken çok ilgiliydiler dış kapıda ateşimiz ölçüldü kabus başladı ilaçlı kapıdan geçtik dördümüzün de ateşi 37 nin altına düşmüyordu içerde tekrar tekrar ölçüldü, bizzat doktorları karantina odasında muayene etti bir gün önce hava çarptı desek de ikna edemedik ambulansla anlaşmalı oldukları özel hastaneye gittik hastane harika yedik içtik bütün tetkikleri yaptırdık otelden aradılar negatif çıksa da kabul edemeyeceklerini söylediler.ücret ödemeden 10 saat sonra çıktık evimize döndük bir gün sonra otel için yatırdığımız parayı ödediler. Covit mi negatif çıktı:) Tedbirli olmak adına haklıydılar.ilgilerinden dolayı da teşekkürler.",5
Sueno Hotels Deluxe Belek,"Bu pandemi süresince uluslararası bir hizmet kalitesi sunan Sueno Deluxe Belek oteli,çalışanları,yemekleri, aktiviteleri ve en önemlisi de muazzam hijyen standartları ile bizlerden tam not almayı başardı.Teşekkürler Sueno👏🏻",5
Sueno Hotels Deluxe Belek,5-11 Haziran için eşim ile tatile geldik Otel olarak çok büyük otel personel gerçekten çok ilgili Böyle bu hastalığın olduğu ortama göre herşey güzel Tek eksi yönleri yemekler çok basit kalıyor neredeyse hergün aynı yemekler. Otel açılmış fakat tam hazır değil barlar tam hazır değil İskeleye müziği 2 gün sonra anca koydurduk Benim gözümde idare eden bi otel,3
Sueno Hotels Deluxe Belek,"Sezonda tatil dahil olmak üzere geldiğim otele iş sebebiyle Mart ayında geldim ama yemeklerin yetersizliği,lezzetsizliği,hijyen eksikliği gibi konular bende hayal kırıklığı yarattı.
Tabi buna birde çalışan sayısının yetersiz kalması eklenince bayaa bi demoralize oldum
Sebebinin sezon dışı bir zamanlama olduğunu biliyorum ama böyle şatafatlı bir otel bu kadar da rastgele yönetilmemeli
Üzücü yani",3
Rubi Platinum Spa Resort & Suites,"Otel gayet eğlenceli. Aile oteli kesinlikle tavsiye ediyorum. Yemekleri lezzetli. Özellikle red lounge da yemekler harika. Animasyon ekibi yeterli başarılı zumba da Anna. Ekipten İsmail, Ali can, Hasan hepsi çok eğlenceliler aktiviteler harika. Tekrar geleceğiz. Herşey için çok teşekkürler.",5
Rubi Platinum Spa Resort & Suites,"kafa dinlemek ve güzel zaman geçirmek harika bir yer.Restorandaki yemekler harikaydı garsonlar çok ilgili ve güzelyüzlüydü.Animasyon ekibinden Hasan,Alican,İsmail ve Metine teşekkür ederiz, çok güzel vakit geçirmemizi sağladılar.Aktiviteler çok eğlenceliydi.Kesinlikle bir daha gelmeyi düşünüyoruz.",5
